"fc-ser"	"1372"	"udp"	"Fujitsu Config Protocol             "
"chromagrafx"	"1373"	"tcp"	"Chromagrafx                         "
"chromagrafx"	"1373"	"udp"	"Chromagrafx                         "
"molly"	"1374"	"tcp"	"EPI Software Systems        "
"molly"	"1374"	"udp"	"EPI Software Systems        "
"bytex"	"1375"	"tcp"	"Bytex                             "
"bytex"	"1375"	"udp"	"Bytex                             "
"ibm-pps"	"1376"	"tcp"	"IBM Person to Person Software     "
"ibm-pps"	"1376"	"udp"	"IBM Person to Person Software     "
"cichlid"	"1377"	"tcp"	"Cichlid License Manager       "
"cichlid"	"1377"	"udp"	"Cichlid License Manager       "
"elan"	"1378"	"tcp"	"Elan License Manager   "
"elan"	"1378"	"udp"	"Elan License Manager   "
"dbreporter"	"1379"	"tcp"	"Integrity Solutions                 "
"dbreporter"	"1379"	"udp"	"Integrity Solutions                 "
"telesis-licman"	"1380"	"tcp"	"Telesis Network License Manager     "
"telesis-licman"	"1380"	"udp"	"Telesis Network License Manager     "
"apple-licman"	"1381"	"tcp"	"Apple Network License Manager "
"apple-licman"	"1381"	"udp"	"Apple Network License Manager "
"gwha"	"1383"	"tcp"	"GW Hannaway Network License Manager"
"gwha"	"1383"	"udp"	"GW Hannaway Network License Manager"
"os-licman"	"1384"	"tcp"	"Objective Solutions License Manager "
"os-licman"	"1384"	"udp"	"Objective Solutions License Manager "
"checksum"	"1386"	"tcp"	"CheckSum License Manager            "
"checksum"	"1386"	"udp"	"CheckSum License Manager            "
"cadsi-lm"	"1387"	"tcp"	"Computer Aided Design Software Inc LM "
"cadsi-lm"	"1387"	"udp"	"Computer Aided Design Software Inc LM "
"objective-dbc"	"1388"	"tcp"	"Objective Solutions DataBase Cache"
"objective-dbc"	"1388"	"udp"	"Objective Solutions DataBase Cache"
"iclpv-dm"	"1389"	"tcp"	"Document Manager                    "
"iclpv-dm"	"1389"	"udp"	"Document Manager                    "
"iclpv-sc"	"1390"	"tcp"	"Storage Controller                  "
"iclpv-sc"	"1390"	"udp"	"Storage Controller                  "
"iclpv-sas"	"1391"	"tcp"	"Storage Access Server               "
"iclpv-sas"	"1391"	"udp"	"Storage Access Server               "
"iclpv-pm"	"1392"	"tcp"	"Print Manager                       "
"iclpv-pm"	"1392"	"udp"	"Print Manager                       "
"iclpv-nls"	"1393"	"tcp"	"Network Log Server                  "
"iclpv-nls"	"1393"	"udp"	"Network Log Server                  "
"iclpv-nlc"	"1394"	"tcp"	"Network Log Client                  "
"iclpv-nlc"	"1394"	"udp"	"Network Log Client                  "
"iclpv-wsm"	"1395"	"tcp"	"PC Workstation Manager software     "
"iclpv-wsm"	"1395"	"udp"	"PC Workstation Manager software     "
"dvl-activemail"	"1396"	"tcp"	"DVL Active Mail                     "
"dvl-activemail"	"1396"	"udp"	"DVL Active Mail                     "
"audio-activmail"	"1397"	"tcp"	"Audio Active Mail                   "
"audio-activmail"	"1397"	"udp"	"Audio Active Mail                   "
"video-activmail"	"1398"	"tcp"	"Video Active Mail                   "
"video-activmail"	"1398"	"udp"	"Video Active Mail                   "
"cadkey-licman"	"1399"	"tcp"	"Cadkey License Manager         "
"cadkey-licman"	"1399"	"udp"	"Cadkey License Manager         "
"cadkey-tablet"	"1400"	"tcp"	"Cadkey Tablet Daemon           "
"cadkey-tablet"	"1400"	"udp"	"Cadkey Tablet Daemon           "
"goldleaf-licman"	"1401"	"tcp"	"Goldleaf License Manager"
"goldleaf-licman"	"1401"	"udp"	"Goldleaf License Manager"
"prm-sm-np"	"1402"	"tcp"	"Prospero Resource Manager"
"prm-sm-np"	"1402"	"udp"	"Prospero Resource Manager"
"prm-nm-np"	"1403"	"tcp"	"Prospero Resource Manager"
"prm-nm-np"	"1403"	"udp"	"Prospero Resource Manager"
"igi-lm"	"1404"	"tcp"	"Infinite Graphics License Manager"
"igi-lm"	"1404"	"udp"	"Infinite Graphics License Manager"
"ibm-res"	"1405"	"tcp"	"IBM Remote Execution Starter"
"ibm-res"	"1405"	"udp"	"IBM Remote Execution Starter"
"netlabs-lm"	"1406"	"tcp"	"NetLabs License Manager"
"netlabs-lm"	"1406"	"udp"	"NetLabs License Manager"
"dbsa-lm"	"1407"	"tcp"	"DBSA License Manager        "
"dbsa-lm"	"1407"	"udp"	"DBSA License Manager        "
"sophia-lm"	"1408"	"tcp"	"Sophia License Manager              "
"sophia-lm"	"1408"	"udp"	"Sophia License Manager              "
"here-lm"	"1409"	"tcp"	"Here License Manager             "
"here-lm"	"1409"	"udp"	"Here License Manager             "
"hiq"	"1410"	"tcp"	"HiQ License Manager               "
"hiq"	"1410"	"udp"	"HiQ License Manager               "
"af"	"1411"	"tcp"	"AudioFile                  "
"af"	"1411"	"udp"	"AudioFile                  "
"innosys"	"1412"	"tcp"	"InnoSys               "
"innosys"	"1412"	"udp"	"InnoSys               "
"innosys-acl"	"1413"	"tcp"	"Innosys-ACL           "
"innosys-acl"	"1413"	"udp"	"Innosys-ACL           "
"ibm-mqseries"	"1414"	"tcp"	"IBM MQSeries                        "
"ibm-mqseries"	"1414"	"udp"	"IBM MQSeries                        "
"dbstar"	"1415"	"tcp"	"DBStar                          "
"dbstar"	"1415"	"udp"	"DBStar                          "
"gandalf-lm"	"1421"	"tcp"	"Gandalf License Manager"
"gandalf-lm"	"1421"	"udp"	"Gandalf License Manager"
"autodesk-lm"	"1422"	"tcp"	"Autodesk License Manager   "
"autodesk-lm"	"1422"	"udp"	"Autodesk License Manager   "
"essbase"	"1423"	"tcp"	"Essbase Arbor Software     "
"essbase"	"1423"	"udp"	"Essbase Arbor Software     "
"hybrid"	"1424"	"tcp"	"Hybrid Encryption Protocol  "
"hybrid"	"1424"	"udp"	"Hybrid Encryption Protocol  "
"zion-lm"	"1425"	"tcp"	"Zion Software License Manager "
"zion-lm"	"1425"	"udp"	"Zion Software License Manager "
"sais"	"1426"	"tcp"	"Satellite-data Acquisition System 1"
"sais"	"1426"	"udp"	"Satellite-data Acquisition System 1"
"mloadd"	"1427"	"tcp"	"mloadd monitoring tool     "
"mloadd"	"1427"	"udp"	"mloadd monitoring tool     "
"informatik-lm"	"1428"	"tcp"	"Informatik License Manager"
"informatik-lm"	"1428"	"udp"	"Informatik License Manager"
"nms"	"1429"	"tcp"	"Hypercom NMS                      "
"nms"	"1429"	"udp"	"Hypercom NMS                      "
"tpdu"	"1430"	"tcp"	"Hypercom TPDU                     "
"tpdu"	"1430"	"udp"	"Hypercom TPDU                     "
"rgtp"	"1431"	"tcp"	"Reverse Gossip Transport"
"rgtp"	"1431"	"udp"	"Reverse Gossip Transport"
"blueberry-lm"	"1432"	"tcp"	"Blueberry Software License Manager  "
"blueberry-lm"	"1432"	"udp"	"Blueberry Software License Manager  "
"ms-sql-s"	"1433"	"tcp"	"Microsoft-SQL-Server "
"ms-sql-s"	"1433"	"udp"	"Microsoft-SQL-Server "
"ms-sql-m"	"1434"	"tcp"	"Microsoft-SQL-Monitor"
"ms-sql-m"	"1434"	"udp"	"Microsoft-SQL-Monitor                "
"ibm-cics"	"1435"	"tcp"	"IBM CICS"
"ibm-cics"	"1435"	"udp"	"IBM CICS"
"saism"	"1436"	"tcp"	"Satellite-data Acquisition System 2"
"saism"	"1436"	"udp"	"Satellite-data Acquisition System 2"
"tabula"	"1437"	"tcp"	"Tabula"
"tabula"	"1437"	"udp"	"Tabula"
"eicon-server"	"1438"	"tcp"	"Eicon Security Agent/Server         "
"eicon-server"	"1438"	"udp"	"Eicon Security Agent/Server         "
"eicon-slp"	"1440"	"tcp"	"Eicon Service Location Protocol     "
"eicon-slp"	"1440"	"udp"	"Eicon Service Location Protocol     "
"ies-lm"	"1443"	"tcp"	"Integrated Engineering Software     "
"ies-lm"	"1443"	"udp"	"Integrated Engineering Software     "
"marcam-lm"	"1444"	"tcp"	"Marcam  License Management    "
"marcam-lm"	"1444"	"udp"	"Marcam  License Management    "
"proxima-lm"	"1445"	"tcp"	"Proxima License Manager       "
"proxima-lm"	"1445"	"udp"	"Proxima License Manager       "
"ora-lm"	"1446"	"tcp"	"Optical Research Associates License Manager"
"ora-lm"	"1446"	"udp"	"Optical Research Associates License Manager"
"apri-lm"	"1447"	"tcp"	"Applied Parallel Research LM"
"apri-lm"	"1447"	"udp"	"Applied Parallel Research LM"
"oc-lm"	"1448"	"tcp"	"OpenConnect License Manager"
"oc-lm"	"1448"	"udp"	"OpenConnect License Manager"
"peport"	"1449"	"tcp"	"PEport                               "
"peport"	"1449"	"udp"	"PEport                               "
"dwf"	"1450"	"tcp"	"Tandem Distributed Workbench Facility "
"dwf"	"1450"	"udp"	"Tandem Distributed Workbench Facility "
"infoman"	"1451"	"tcp"	"IBM Information Management"
"infoman"	"1451"	"udp"	"IBM Information Management"
"gtegsc-lm"	"1452"	"tcp"	"GTE Government Systems License Man   "
"gtegsc-lm"	"1452"	"udp"	"GTE Government Systems License Man   "
"genie-lm"	"1453"	"tcp"	"Genie License Manager                "
"genie-lm"	"1453"	"udp"	"Genie License Manager                "
"esl-lm"	"1455"	"tcp"	"ESL License Manager           "
"esl-lm"	"1455"	"udp"	"ESL License Manager           "
"dca"	"1456"	"tcp"	"DCA           "
"dca"	"1456"	"udp"	"DCA           "
"valisys-lm"	"1457"	"tcp"	"Valisys License Manager"
"valisys-lm"	"1457"	"udp"	"Valisys License Manager"
"nrcabq-lm"	"1458"	"tcp"	"Nichols Research Corp."
"nrcabq-lm"	"1458"	"udp"	"Nichols Research Corp."
"world-lm"	"1462"	"tcp"	"World License Manager"
"world-lm"	"1462"	"udp"	"World License Manager"
"nucleus"	"1463"	"tcp"	"Nucleus"
"nucleus"	"1463"	"udp"	"Nucleus"
"pipes"	"1465"	"tcp"	"Pipes Platform "
"pipes"	"1465"	"udp"	"Pipes Platform  mfarlin@peerlogic.com"
"oceansoft-lm"	"1466"	"tcp"	"Ocean Software License Manager"
"oceansoft-lm"	"1466"	"udp"	"Ocean Software License Manager"
"csdmbase"	"1467"	"tcp"	"CSDMBASE  "
"csdmbase"	"1467"	"udp"	"CSDMBASE  "
"csdm"	"1468"	"tcp"	"CSDM      "
"csdm"	"1468"	"udp"	"CSDM      "
"aal-lm"	"1469"	"tcp"	"Active Analysis Limited License Manager"
"aal-lm"	"1469"	"udp"	"Active Analysis Limited License Manager"
"uaiact"	"1470"	"tcp"	"Universal Analytics  "
"uaiact"	"1470"	"udp"	"Universal Analytics  "
"csdmbase"	"1471"	"tcp"	"csdmbase   "
"csdmbase"	"1471"	"udp"	"csdmbase   "
"csdm"	"1472"	"tcp"	"csdm       "
"csdm"	"1472"	"udp"	"csdm       "
"openmath"	"1473"	"tcp"	"OpenMath   "
"openmath"	"1473"	"udp"	"OpenMath   "
"telefinder"	"1474"	"tcp"	"Telefinder "
"telefinder"	"1474"	"udp"	"Telefinder "
"taligent-lm"	"1475"	"tcp"	"Taligent License Manager  "
"taligent-lm"	"1475"	"udp"	"Taligent License Manager  "
"clvm-cfg"	"1476"	"tcp"	"clvm-cfg  "
"clvm-cfg"	"1476"	"udp"	"clvm-cfg  "
"ms-sna-server"	"1477"	"tcp"	"ms-sna-server  "
"ms-sna-server"	"1477"	"udp"	"ms-sna-server  "
"ms-sna-base"	"1478"	"tcp"	"ms-sna-base    "
"ms-sna-base"	"1478"	"udp"	"ms-sna-base    "
"dberegister"	"1479"	"tcp"	"dberegister  "
"dberegister"	"1479"	"udp"	"dberegister  "
"pacerforum"	"1480"	"tcp"	"PacerForum  "
"pacerforum"	"1480"	"udp"	"PacerForum  "
"airs"	"1481"	"tcp"	"AIRS        "
"airs"	"1481"	"udp"	"AIRS        "
"miteksys-lm"	"1482"	"tcp"	"Miteksys License Manager"
"miteksys-lm"	"1482"	"udp"	"Miteksys License Manager"
"afs"	"1483"	"tcp"	"AFS License Manager   "
"afs"	"1483"	"udp"	"AFS License Manager   "
"confluent"	"1484"	"tcp"	"Confluent License Manager "
"confluent"	"1484"	"udp"	"Confluent License Manager "
"lansource"	"1485"	"tcp"	"LANSource "
"lansource"	"1485"	"udp"	"LANSource "
"localinfosrvr"	"1487"	"tcp"	"LocalInfoSrvr  "
"localinfosrvr"	"1487"	"udp"	"LocalInfoSrvr  "
"docstor"	"1488"	"tcp"	"DocStor  "
"docstor"	"1488"	"udp"	"DocStor  "
"dmdocbroker"	"1489"	"tcp"	"dmdocbroker  "
"dmdocbroker"	"1489"	"udp"	"dmdocbroker  "
"insitu-conf"	"1490"	"tcp"	"insitu-conf  "
"insitu-conf"	"1490"	"udp"	"insitu-conf  "
"anynetgateway"	"1491"	"tcp"	"anynetgateway  "
"anynetgateway"	"1491"	"udp"	"anynetgateway  "
"ica"	"1494"	"tcp"	"ica   "
"ica"	"1494"	"udp"	"ica   "
"cvc"	"1495"	"tcp"	"cvc  "
"cvc"	"1495"	"udp"	"cvc  "
"liberty-lm"	"1496"	"tcp"	"liberty-lm"
"liberty-lm"	"1496"	"udp"	"liberty-lm"
"rfx-lm"	"1497"	"tcp"	"rfx-lm"
"rfx-lm"	"1497"	"udp"	"rfx-lm"
"sybase-sqlany"	"1498"	"tcp"	"Sybase SQL Any"
"sybase-sqlany"	"1498"	"udp"	"Sybase SQL Any"
"fhc"	"1499"	"tcp"	"Federico Heinz Consultora"
"fhc"	"1499"	"udp"	"Federico Heinz Consultora"
"vlsi-lm"	"1500"	"tcp"	"VLSI License Manager"
"vlsi-lm"	"1500"	"udp"	"VLSI License Manager"
"saiscm"	"1501"	"tcp"	"Satellite-data Acquisition System 3 "
"saiscm"	"1501"	"udp"	"Satellite-data Acquisition System 3 "
"shivadiscovery"	"1502"	"tcp"	"Shiva"
"shivadiscovery"	"1502"	"udp"	"Shiva"
"imtc-mcs"	"1503"	"tcp"	"Databeam"
"imtc-mcs"	"1503"	"udp"	"Databeam"
"evb-elm"	"1504"	"tcp"	"EVB Software Engineering License Manager"
"evb-elm"	"1504"	"udp"	"EVB Software Engineering License Manager"
"funkproxy"	"1505"	"tcp"	"Funk Software, Inc."
"funkproxy"	"1505"	"udp"	"Funk Software, Inc."
"utcd"	"1506"	"tcp"	"Universal Time daemon (utcd)"
"utcd"	"1506"	"udp"	"Universal Time daemon (utcd)"
"symplex"	"1507"	"tcp"	"symplex"
"symplex"	"1507"	"udp"	"symplex"
"diagmond"	"1508"	"tcp"	"diagmond"
"diagmond"	"1508"	"udp"	"diagmond"
"robcad-lm"	"1509"	"tcp"	"Robcad, Ltd. License Manager"
"robcad-lm"	"1509"	"udp"	"Robcad, Ltd. License Manager"
"mvx-lm"	"1510"	"tcp"	"Midland Valley Exploration Ltd. Lic. Man."
"mvx-lm"	"1510"	"udp"	"Midland Valley Exploration Ltd. Lic. Man."
"wins"	"1512"	"tcp"	"Microsoft's Windows Internet Name Service"
"wins"	"1512"	"udp"	"Microsoft's Windows Internet Name Service"
"fujitsu-dtc"	"1513"	"tcp"	"Fujitsu Systems Business of America, Inc"
"fujitsu-dtc"	"1513"	"udp"	"Fujitsu Systems Business of America, Inc"
"fujitsu-dtcns"	"1514"	"tcp"	"Fujitsu Systems Business of America, Inc"
"fujitsu-dtcns"	"1514"	"udp"	"Fujitsu Systems Business of America, Inc"
"ifor-protocol"	"1515"	"tcp"	"ifor-protocol"
"ifor-protocol"	"1515"	"udp"	"ifor-protocol"
"vpad"	"1516"	"tcp"	"Virtual Places Audio data"
"vpad"	"1516"	"udp"	"Virtual Places Audio data"
"vpac"	"1517"	"tcp"	"Virtual Places Audio control"
"vpac"	"1517"	"udp"	"Virtual Places Audio control"
"vpvd"	"1518"	"tcp"	"Virtual Places Video data"
"vpvd"	"1518"	"udp"	"Virtual Places Video data"
"vpvc"	"1519"	"tcp"	"Virtual Places Video control"
"vpvc"	"1519"	"udp"	"Virtual Places Video control"
"atm-zip-office"	"1520"	"tcp"	"atm zip office"
"atm-zip-office"	"1520"	"udp"	"atm zip office"
"ncube-lm"	"1521"	"tcp"	"nCube License Manager"
"ncube-lm"	"1521"	"udp"	"nCube License Manager"
"ricardo-lm"	"1522"	"tcp"	"Ricardo North America License Manager"
"ricardo-lm"	"1522"	"udp"	"Ricardo North America License Manager"
"cichild-lm"	"1523"	"tcp"	"cichild"
"cichild-lm"	"1523"	"udp"	"cichild"
"ingreslock"	"1524"	"tcp"	"ingres"
"ingreslock"	"1524"	"udp"	"ingres"
"orasrv"	"1525"	"tcp"	"oracle"
"orasrv"	"1525"	"udp"	"oracle"
"prospero-np"	"1525"	"tcp"	"Prospero Directory Service non-priv"
"prospero-np"	"1525"	"udp"	"Prospero Directory Service non-priv"
"pdap-np"	"1526"	"tcp"	"Prospero Data Access Prot non-priv "
"pdap-np"	"1526"	"udp"	"Prospero Data Access Prot non-priv "
"tlisrv"	"1527"	"tcp"	"oracle"
"tlisrv"	"1527"	"udp"	"oracle"
"mciautoreg"	"1528"	"tcp"	"micautoreg"
"mciautoreg"	"1528"	"udp"	"micautoreg"
"coauthor"	"1529"	"tcp"	"oracle"
"coauthor"	"1529"	"udp"	"oracle"
"rap-service"	"1530"	"tcp"	"rap-service"
"rap-service"	"1530"	"udp"	"rap-service"
"rap-listen"	"1531"	"tcp"	"rap-listen"
"rap-listen"	"1531"	"udp"	"rap-listen"
"miroconnect"	"1532"	"tcp"	"miroconnect"
"miroconnect"	"1532"	"udp"	"miroconnect"
"virtual-places"	"1533"	"tcp"	"Virtual Places Software"
"virtual-places"	"1533"	"udp"	"Virtual Places Software"
"micromuse-lm"	"1534"	"tcp"	"micromuse-lm    "
"micromuse-lm"	"1534"	"udp"	"micromuse-lm    "
"ampr-info"	"1535"	"tcp"	"ampr-info    "
"ampr-info"	"1535"	"udp"	"ampr-info    "
"ampr-inter"	"1536"	"tcp"	"ampr-inter"
"ampr-inter"	"1536"	"udp"	"ampr-inter"
"sdsc-lm"	"1537"	"tcp"	"isi-lm"
"sdsc-lm"	"1537"	"udp"	"isi-lm"
"intellistor-lm"	"1539"	"tcp"	"Intellistor License Manager"
"intellistor-lm"	"1539"	"udp"	"Intellistor License Manager"
"rds"	"1540"	"tcp"	"rds"
"rds"	"1540"	"udp"	"rds"
"gridgen-elmd"	"1542"	"tcp"	"gridgen-elmd"
"gridgen-elmd"	"1542"	"udp"	"gridgen-elmd"
"simba-cs"	"1543"	"tcp"	"simba-cs"
"simba-cs"	"1543"	"udp"	"simba-cs"
"aspeclmd"	"1544"	"tcp"	"aspeclmd"
"aspeclmd"	"1544"	"udp"	"aspeclmd"
"vistium-share"	"1545"	"tcp"	"vistium-share"
"vistium-share"	"1545"	"udp"	"vistium-share"
"abbaccuray"	"1546"	"tcp"	"abbaccuray"
"abbaccuray"	"1546"	"udp"	"abbaccuray"
"laplink"	"1547"	"tcp"	"laplink"
"laplink"	"1547"	"udp"	"laplink"
"axon-lm"	"1548"	"tcp"	"Axon License Manager"
"axon-lm"	"1548"	"udp"	"Axon License Manager"
"shivahose"	"1549"	"tcp"	"Shiva Hose"
"shivasound"	"1549"	"udp"	"Shiva Sound"
"hecmtl-db"	"1551"	"tcp"	"HECMTL-DB"
"hecmtl-db"	"1551"	"udp"	"HECMTL-DB"
"pciarray"	"1552"	"tcp"	"pciarray"
"pciarray"	"1552"	"udp"	"pciarray"
"sna-cs"	"1553"	"tcp"	"sna-cs"
"sna-cs"	"1553"	"udp"	"sna-cs"
"caci-lm"	"1554"	"tcp"	"CACI Products Company License Manager"
"caci-lm"	"1554"	"udp"	"CACI Products Company License Manager"
"livelan"	"1555"	"tcp"	"livelan"
"livelan"	"1555"	"udp"	"livelan"
"ashwin"	"1556"	"tcp"	"AshWin CI Tecnologies"
"ashwin"	"1556"	"udp"	"AshWin CI Tecnologies"
"arbortext-lm"	"1557"	"tcp"	"ArborText License Manager"
"arbortext-lm"	"1557"	"udp"	"ArborText License Manager"
"xingmpeg"	"1558"	"tcp"	"xingmpeg"
"xingmpeg"	"1558"	"udp"	"xingmpeg"
"asci-val"	"1560"	"tcp"	"ASCI-RemoteSHADOW"
"asci-val"	"1560"	"udp"	"ASCI-RemoteSHADOW"
"facilityview"	"1561"	"tcp"	"facilityview"
"facilityview"	"1561"	"udp"	"facilityview"
"pconnectmgr"	"1562"	"tcp"	"pconnectmgr"
"pconnectmgr"	"1562"	"udp"	"pconnectmgr"
"cadabra-lm"	"1563"	"tcp"	"Cadabra License Manager"
"cadabra-lm"	"1563"	"udp"	"Cadabra License Manager"
"pay-per-view"	"1564"	"tcp"	"Pay-Per-View"
"pay-per-view"	"1564"	"udp"	"Pay-Per-View"
"winddlb"	"1565"	"tcp"	"WinDD"
"winddlb"	"1565"	"udp"	"WinDD"
"corelvideo"	"1566"	"tcp"	"CORELVIDEO"
"corelvideo"	"1566"	"udp"	"CORELVIDEO"
"jlicelmd"	"1567"	"tcp"	"jlicelmd"
"jlicelmd"	"1567"	"udp"	"jlicelmd"
"tsspmap"	"1568"	"tcp"	"tsspmap"
"tsspmap"	"1568"	"udp"	"tsspmap"
"ets"	"1569"	"tcp"	"ets"
"ets"	"1569"	"udp"	"ets"
"orbixd"	"1570"	"tcp"	"orbixd"
"orbixd"	"1570"	"udp"	"orbixd"
"rdb-dbs-disp"	"1571"	"tcp"	"Oracle Remote Data Base"
"rdb-dbs-disp"	"1571"	"udp"	"Oracle Remote Data Base"
"chip-lm"	"1572"	"tcp"	"Chipcom License Manager"
"chip-lm"	"1572"	"udp"	"Chipcom License Manager"
"itscomm-ns"	"1573"	"tcp"	"itscomm-ns"
"itscomm-ns"	"1573"	"udp"	"itscomm-ns"
"mvel-lm"	"1574"	"tcp"	"mvel-lm"
"mvel-lm"	"1574"	"udp"	"mvel-lm"
"oraclenames"	"1575"	"tcp"	"oraclenames"
"oraclenames"	"1575"	"udp"	"oraclenames"
"moldflow-lm"	"1576"	"tcp"	"moldflow-lm"
"moldflow-lm"	"1576"	"udp"	"moldflow-lm"
"hypercube-lm"	"1577"	"tcp"	"hypercube-lm"
"hypercube-lm"	"1577"	"udp"	"hypercube-lm"
"jacobus-lm"	"1578"	"tcp"	"Jacobus License Manager"
"jacobus-lm"	"1578"	"udp"	"Jacobus License Manager"
"ioc-sea-lm"	"1579"	"tcp"	"ioc-sea-lm"
"ioc-sea-lm"	"1579"	"udp"	"ioc-sea-lm"
"msims"	"1582"	"tcp"	"MSIMS"
"msims"	"1582"	"udp"	"MSIMS"
"simbaexpress"	"1583"	"tcp"	"simbaexpress"
"simbaexpress"	"1583"	"udp"	"simbaexpress"
"intv"	"1585"	"tcp"	"intv"
"intv"	"1585"	"udp"	"intv"
"ibm-abtact"	"1586"	"tcp"	"ibm-abtact"
"ibm-abtact"	"1586"	"udp"	"ibm-abtact"
"triquest-lm"	"1588"	"tcp"	"triquest-lm "
"triquest-lm"	"1588"	"udp"	"triquest-lm "
"vqp"	"1589"	"tcp"	"VQP"
"vqp"	"1589"	"udp"	"VQP"
"gemini-lm"	"1590"	"tcp"	"gemini-lm"
"gemini-lm"	"1590"	"udp"	"gemini-lm"
"ncpm-pm"	"1591"	"tcp"	"ncpm-pm"
"ncpm-pm"	"1591"	"udp"	"ncpm-pm"
"commonspace"	"1592"	"tcp"	"commonspace"
"commonspace"	"1592"	"udp"	"commonspace"
"mainsoft-lm"	"1593"	"tcp"	"mainsoft-lm"
"mainsoft-lm"	"1593"	"udp"	"mainsoft-lm"
"sixtrak"	"1594"	"tcp"	"sixtrak"
"sixtrak"	"1594"	"udp"	"sixtrak"
"radio"	"1595"	"tcp"	"radio"
"radio"	"1595"	"udp"	"radio"
"radio-sm"	"1596"	"tcp"	"radio-sm"
"radio-bc"	"1596"	"udp"	"radio-bc"
"orbplus-iiop"	"1597"	"tcp"	"orbplus-iiop"
"orbplus-iiop"	"1597"	"udp"	"orbplus-iiop"
"picknfs"	"1598"	"tcp"	"picknfs"
"picknfs"	"1598"	"udp"	"picknfs"
"simbaservices"	"1599"	"tcp"	"simbaservices"
"simbaservices"	"1599"	"udp"	"simbaservices"
"aas"	"1601"	"tcp"	"aas"
"aas"	"1601"	"udp"	"aas"
"inspect"	"1602"	"tcp"	"inspect"
"inspect"	"1602"	"udp"	"inspect"
"picodbc"	"1603"	"tcp"	"pickodbc"
"picodbc"	"1603"	"udp"	"pickodbc"
"icabrowser"	"1604"	"tcp"	"icabrowser"
"icabrowser"	"1604"	"udp"	"icabrowser"
"slp"	"1605"	"tcp"	"Salutation Manager (Salutation Protocol)"
"slp"	"1605"	"udp"	"Salutation Manager (Salutation Protocol)"
"slm-api"	"1606"	"tcp"	"Salutation Manager (SLM-API)"
"slm-api"	"1606"	"udp"	"Salutation Manager (SLM-API)"
"stt"	"1607"	"tcp"	"stt"
"stt"	"1607"	"udp"	"stt"
"smart-lm"	"1608"	"tcp"	"Smart Corp. License Manager"
"smart-lm"	"1608"	"udp"	"Smart Corp. License Manager"
"isysg-lm"	"1609"	"tcp"	"isysg-lm"
"isysg-lm"	"1609"	"udp"	"isysg-lm"
"taurus-wh"	"1610"	"tcp"	"taurus-wh"
"taurus-wh"	"1610"	"udp"	"taurus-wh"
"ill"	"1611"	"tcp"	"Inter Library Loan"
"ill"	"1611"	"udp"	"Inter Library Loan"
"netbill-trans"	"1612"	"tcp"	"NetBill Transaction Server"
"netbill-trans"	"1612"	"udp"	"NetBill Transaction Server"
"netbill-keyrep"	"1613"	"tcp"	"NetBill Key Repository"
"netbill-keyrep"	"1613"	"udp"	"NetBill Key Repository"
"netbill-cred"	"1614"	"tcp"	"NetBill Credential Server"
"netbill-cred"	"1614"	"udp"	"NetBill Credential Server"
"netbill-auth"	"1615"	"tcp"	"NetBill Authorization Server"
"netbill-auth"	"1615"	"udp"	"NetBill Authorization Server"
"netbill-prod"	"1616"	"tcp"	"NetBill Product Server"
"netbill-prod"	"1616"	"udp"	"NetBill Product Server"
"nimrod-agent"	"1617"	"tcp"	"Nimrod Inter-Agent Communication"
"nimrod-agent"	"1617"	"udp"	"Nimrod Inter-Agent Communication"
"skytelnet"	"1618"	"tcp"	"skytelnet"
"skytelnet"	"1618"	"udp"	"skytelnet"
"xs-openstorage"	"1619"	"tcp"	"xs-openstorage"
"xs-openstorage"	"1619"	"udp"	"xs-openstorage"
"faxportwinport"	"1620"	"tcp"	"faxportwinport"
"faxportwinport"	"1620"	"udp"	"faxportwinport"
"softdataphone"	"1621"	"tcp"	"softdataphone"
"softdataphone"	"1621"	"udp"	"softdataphone"
"ontime"	"1622"	"tcp"	"ontime"
"ontime"	"1622"	"udp"	"ontime"
"jaleosnd"	"1623"	"tcp"	"jaleosnd"
"jaleosnd"	"1623"	"udp"	"jaleosnd"
"udp-sr-port"	"1624"	"tcp"	"udp-sr-port"
"udp-sr-port"	"1624"	"udp"	"udp-sr-port"
"svs-omagent"	"1625"	"tcp"	"svs-omagent"
"svs-omagent"	"1625"	"udp"	"svs-omagent"
"shockwave"	"1626"	"tcp"	"Shockwave"
"shockwave"	"1626"	"udp"	"Shockwave"
"lontalk-norm"	"1628"	"tcp"	"LonTalk normal"
"lontalk-norm"	"1628"	"udp"	"LonTalk normal"
"lontalk-urgnt"	"1629"	"tcp"	"LonTalk urgent"
"lontalk-urgnt"	"1629"	"udp"	"LonTalk urgent"
"visitview"	"1631"	"tcp"	"Visit view 	"
"visitview"	"1631"	"udp"	"Visit view 	"
"pammratc"	"1632"	"tcp"	"PAMMRATC"
"pammratc"	"1632"	"udp"	"PAMMRATC"
"pammrpc"	"1633"	"tcp"	"PAMMRPC"
"pammrpc"	"1633"	"udp"	"PAMMRPC"
"loaprobe"	"1634"	"tcp"	"Log On America Probe"
"loaprobe"	"1634"	"udp"	"Log On America Probe"
"cncp"	"1636"	"tcp"	"CableNet Control Protocol"
"cncp"	"1636"	"udp"	"CableNet Control Protocol"
"cnap"	"1637"	"tcp"	"CableNet Admin Protocol"
"cnap"	"1637"	"udp"	"CableNet Admin Protocol"
